Mon Oct 31 18:50:26 2022    profiling_saves/second_profile.stat

         125222734 function calls (125180456 primitive calls) in 947.719 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      150    0.002    0.000    0.005    0.000 /usr/local/lib/python3.7/dist-packages/google/protobuf/internal/well_known_types.py:245(FromDatetime)
     3330    0.004    0.000    0.004    0.000 {built-in method torch.is_grad_enabled}
     1512    0.004    0.000    0.004    0.000 {method 'size' of 'torch._C._TensorBase' objects}
     1456    0.002    0.000    0.004    0.000 /usr/lib/python3.7/random.py:256(choice)
       13    0.000    0.000    0.004    0.000 /usr/lib/python3.7/multiprocessing/context.py:89(Event)
    19623    0.004    0.000    0.004    0.000 {method 'keys' of 'dict' objects}
       54    0.000    0.000    0.004    0.000 /usr/local/lib/python3.7/dist-packages/torch/_tensor.py:655(__format__)
       13    0.000    0.000    0.004    0.000 /usr/lib/python3.7/multiprocessing/synchronize.py:323(__init__)
       52    0.002    0.000    0.004    0.000 /usr/lib/python3.7/threading.py:763(__init__)
      224    0.004    0.000    0.004    0.000 {built-in method torch.flatten}
      374    0.002    0.000    0.004    0.000 /usr/local/lib/python3.7/dist-packages/torch/_tensor.py:701(__len__)
       52    0.004    0.000    0.004    0.000 {built-in method _thread.start_new_thread}
     2684    0.002    0.000    0.004    0.000 /usr/local/lib/python3.7/dist-packages/torch/serialization.py:538(persistent_id)
      119    0.002    0.000    0.004    0.000 /usr/lib/python3.7/logging/__init__.py:1446(findCaller)
       39    0.000    0.000    0.003    0.000 /usr/lib/python3.7/multiprocessing/context.py:84(BoundedSemaphore)
      224    0.003    0.000    0.003    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/utils.py:31(_list_with_default)
      302    0.001    0.000    0.003    0.000 /usr/lib/python3.7/typing.py:715(__instancecheck__)
       78    0.003    0.000    0.003    0.000 /usr/lib/python3.7/multiprocessing/util.py:186(__init__)
     1237    0.003    0.000    0.003    0.000 {built-in method builtins.hasattr}
       39    0.000    0.000    0.003    0.000 /usr/lib/python3.7/multiprocessing/synchronize.py:144(__init__)
       52    0.000    0.000    0.003    0.000 /usr/lib/python3.7/multiprocessing/context.py:79(Semaphore)
     4480    0.003    0.000    0.003    0.000 {built-in method torch._C._get_cudnn_enabled}
     4480    0.003    0.000    0.003    0.000 {built-in method torch._C._has_torch_function_variadic}
     2877    0.003    0.000    0.003    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py:1728(named_children)
      221    0.001    0.000    0.003    0.000 /usr/lib/python3.7/multiprocessing/util.py:171(register_after_fork)
      339    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
        6    0.003    0.000    0.003    0.000 {built-in method torch.randperm}
       52    0.000    0.000    0.003    0.000 /usr/lib/python3.7/multiprocessing/synchronize.py:125(__init__)
     1110    0.001    0.000    0.003    0.000 /usr/local/lib/python3.7/dist-packages/torch/autograd/grad_mode.py:131(__enter__)
      272    0.001    0.000    0.003    0.000 /usr/local/lib/python3.7/dist-packages/wandb/sdk/interface/interface_shared.py:186(_make_record)
      195    0.003    0.000    0.003    0.000 /usr/lib/python3.7/threading.py:216(__init__)
        5    0.000    0.000    0.003    0.001 /usr/lib/python3.7/logging/__init__.py:1368(info)
       16    0.003    0.000    0.003    0.000 {method 'cpu' of 'torch._C._TensorBase' objects}
     1044    0.002    0.000    0.003    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/parameter.py:9(__instancecheck__)
      117    0.001    0.000    0.003    0.000 /usr/lib/python3.7/threading.py:499(__init__)
      119    0.001    0.000    0.003    0.000 /usr/lib/python3.7/logging/__init__.py:528(formatTime)
       65    0.001    0.000    0.003    0.000 /usr/lib/python3.7/multiprocessing/util.py:205(__call__)
      302    0.001    0.000    0.003    0.000 /usr/lib/python3.7/typing.py:718(__subclasscheck__)
       13    0.000    0.000    0.002    0.000 /usr/lib/python3.7/multiprocessing/context.py:74(Condition)
     3038    0.002    0.000    0.002    0.000 {method 'requires_grad_' of 'torch._C._TensorBase' objects}
      422    0.002    0.000    0.002    0.000 {method 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
      694    0.001    0.000    0.002    0.000 /usr/lib/python3.7/threading.py:240(__enter__)
       13    0.000    0.000    0.002    0.000 /usr/lib/python3.7/multiprocessing/synchronize.py:212(__init__)
       39    0.000    0.000    0.002    0.000 /usr/lib/python3.7/multiprocessing/queues.py:131(close)
      124    0.002    0.000    0.002    0.000 {built-in method torch.zeros_like}
     1110    0.002    0.000    0.002    0.000 /usr/local/lib/python3.7/dist-packages/torch/autograd/grad_mode.py:126(__init__)
      221    0.001    0.000    0.002    0.000 /usr/lib/python3.7/weakref.py:165(__setitem__)
        4    0.001    0.000    0.002    0.001 /content/src/lib/metrics.py:247(<listcomp>)
       26    0.002    0.000    0.002    0.000 /usr/lib/python3.7/selectors.py:347(__init__)
        4    0.002    0.000    0.002    0.000 /content/src/lib/metrics.py:286(<dictcomp>)
      172    0.002    0.000    0.002    0.000 {method 'detach' of 'torch._C._TensorBase' objects}
     3410    0.001    0.000    0.002    0.000 /usr/local/lib/python3.7/dist-packages/torch/_tensor.py:731(__hash__)
      150    0.002    0.000    0.002    0.000 /usr/local/lib/python3.7/dist-packages/google/protobuf/internal/enum_type_wrapper.py:108(__getattr__)
      324    0.001    0.000    0.002    0.000 /usr/lib/python3.7/abc.py:137(__instancecheck__)
     1191    0.002    0.000    0.002    0.000 {built-in method posix.getpid}
     1594    0.002    0.000    0.002    0.000 {method 'is_floating_point' of 'torch._C._TensorBase' objects}
      422    0.002    0.000    0.002    0.000 /usr/local/lib/python3.7/dist-packages/wandb/sdk/interface/interface_sock.py:45(_assign)
      574    0.002    0.000    0.002    0.000 {method 'add' of 'google.protobuf.pyext._message.RepeatedCompositeContainer' objects}
      272    0.001    0.000    0.002    0.000 /usr/local/lib/python3.7/dist-packages/wandb/sdk/wandb_run.py:626(__setattr__)
       13    0.001    0.000    0.002    0.000 /usr/local/lib/python3.7/dist-packages/torch/cuda/__init__.py:480(current_device)
      658    0.002    0.000    0.002    0.000 /usr/local/lib/python3.7/dist-packages/wandb/util.py:377(get_full_typename)
       13    0.000    0.000    0.002    0.000 /usr/local/lib/python3.7/dist-packages/torch/utils/data/dataloader.py:660(_reset)
       26    0.001    0.000    0.002    0.000 /usr/lib/python3.7/multiprocessing/process.py:72(__init__)
        1    0.000    0.000    0.002    0.002 /usr/local/lib/python3.7/dist-packages/torch/cuda/__init__.py:99(_check_capability)
      334    0.000    0.000    0.002    0.000 {built-in method builtins.issubclass}
        4    0.002    0.000    0.002    0.000 /content/src/lib/metrics.py:267(<dictcomp>)
        3    0.000    0.000    0.002    0.001 /usr/local/lib/python3.7/dist-packages/torch/cuda/__init__.py:349(get_device_properties)
       50    0.001    0.000    0.002    0.000 /content/src/lib/train_loggers.py:131(should_log)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.7/dist-packages/torch/cuda/__init__.py:332(get_device_capability)
        3    0.002    0.001    0.002    0.001 {built-in method torch.cuda._get_device_properties}
       13    0.001    0.000    0.001    0.000 /usr/lib/python3.7/queue.py:33(__init__)
       39    0.001    0.000    0.001    0.000 /usr/lib/python3.7/multiprocessing/queues.py:67(_after_fork)
      694    0.001    0.000    0.001    0.000 {method '__enter__' of '_thread.lock' objects}
     3100    0.001    0.000    0.001    0.000 {method 'conj' of 'torch._C._TensorBase' objects}
      694    0.001    0.000    0.001    0.000 /usr/lib/python3.7/threading.py:243(__exit__)
      324    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
      119    0.001    0.000    0.001    0.000 {built-in method time.localtime}
      150    0.001    0.000    0.001    0.000 {method 'utctimetuple' of 'datetime.datetime' objects}
      800    0.001    0.000    0.001    0.000 /usr/lib/python3.7/threading.py:255(_is_owned)
  312/302    0.000    0.000    0.001    0.000 /usr/lib/python3.7/abc.py:141(__subclasscheck__)
       26    0.001    0.000    0.001    0.000 /usr/lib/python3.7/multiprocessing/process.py:53(_cleanup)
      272    0.001    0.000    0.001    0.000 /usr/local/lib/python3.7/dist-packages/wandb/sdk/wandb_run.py:1237(_visualization_hack)
      302    0.000    0.000    0.001    0.000 /usr/local/lib/python3.7/dist-packages/wandb/util.py:545(is_pandas_data_frame)
        4    0.001    0.000    0.001    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.001    0.001 /content/src/lib/filesystem.py:46(create_dir_if_not_exists)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.7/genericpath.py:39(isdir)
      389    0.001    0.000    0.001    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       19    0.001    0.000    0.001    0.000 {built-in method torch.empty}
      871    0.001    0.000    0.001    0.000 {method 'append' of 'collections.deque' objects}
      150    0.001    0.000    0.001    0.000 /usr/lib/python3.7/calendar.py:655(timegm)
      119    0.001    0.000    0.001    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       26    0.000    0.000    0.001    0.000 /usr/local/lib/python3.7/dist-packages/torch/utils/data/dataloader.py:568(_get_shared_seed)
       39    0.000    0.000    0.001    0.000 /usr/lib/python3.7/multiprocessing/queues.py:197(_finalize_close)
      119    0.001    0.000    0.001    0.000 /usr/lib/python3.7/posixpath.py:121(splitext)
  312/302    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
      324    0.001    0.000    0.001    0.000 {built-in method builtins.any}
     1525    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
      119    0.001    0.000    0.001    0.000 /usr/lib/python3.7/posixpath.py:144(basename)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python3.7/dist-packages/torch/serialization.py:213(__exit__)
        1    0.001    0.001    0.001    0.001 {method 'close' of '_io.BufferedWriter' objects}
     69/1    0.000    0.000    0.001    0.001 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py:1316(state_dict)
     1637    0.001    0.000    0.001    0.000 {method 'values' of 'collections.OrderedDict' objects}
      574    0.001    0.000    0.001    0.000 /usr/lib/python3.7/json/encoder.py:104(__init__)
      122    0.000    0.000    0.001    0.000 /usr/local/lib/python3.7/dist-packages/torch/_tensor.py:196(storage)
       50    0.001    0.000    0.001    0.000 /usr/local/lib/python3.7/dist-packages/torch/optim/adam.py:198(<listcomp>)
       78    0.001    0.000    0.001    0.000 /usr/lib/python3.7/_weakrefset.py:81(add)
       13    0.000    0.000    0.001    0.000 /usr/lib/python3.7/multiprocessing/synchronize.py:334(set)
       26    0.000    0.000    0.001    0.000 /usr/local/lib/python3.7/dist-packages/torch/utils/data/dataloader.py:1405(_mark_worker_as_unavailable)
      381    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
      422    0.001    0.000    0.001    0.000 {built-in method _struct.pack}
      150    0.000    0.000    0.001    0.000 /usr/local/lib/python3.7/dist-packages/ipykernel/iostream.py:310(_is_master_process)
      311    0.001    0.000    0.001    0.000 /usr/local/lib/python3.7/dist-packages/ipykernel/iostream.py:93(_event_pipe)
    25/24    0.000    0.000    0.001    0.000 /usr/local/lib/python3.7/dist-packages/torch/utils/data/_utils/signal_handling.py:63(handler)
     1663    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
       13    0.001    0.000    0.001    0.000 {built-in method torch._C._set_worker_pids}
      119    0.000    0.000    0.001    0.000 /usr/lib/python3.7/posixpath.py:52(normcase)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python3.7/dist-packages/torch/optim/adam.py:74(__init__)
      314    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:416(parent)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python3.7/dist-packages/torch/optim/optimizer.py:33(__init__)
      180    0.001    0.000    0.001    0.000 {method 'is_complex' of 'torch._C._TensorBase' objects}
      351    0.000    0.000    0.001    0.000 /usr/lib/python3.7/queue.py:208(_qsize)
      197    0.001    0.000    0.001    0.000 /usr/lib/python3.7/threading.py:1225(current_thread)
      119    0.000    0.000    0.001    0.000 /usr/lib/python3.7/logging/__init__.py:579(formatMessage)
       39    0.000    0.000    0.001    0.000 /usr/local/lib/python3.7/dist-packages/torch/utils/data/dataloader.py:1112(<genexpr>)
      227    0.000    0.000    0.001    0.000 /usr/lib/python3.7/queue.py:216(_get)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:978(_find_and_load)
       50    0.000    0.000    0.001    0.000 /content/src/lib/train_loggers.py:134(<listcomp>)
      119    0.000    0.000    0.001    0.000 /usr/lib/python3.7/logging/__init__.py:573(usesTime)
       69    0.000    0.000    0.001    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py:1279(_save_to_state_dict)
       16    0.001    0.000    0.001    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/_methods.py:66(_count_reduce_items)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
       65    0.000    0.000    0.001    0.000 /usr/lib/python3.7/multiprocessing/queues.py:147(cancel_join_thread)
       50    0.000    0.000    0.001    0.000 /usr/local/lib/python3.7/dist-packages/torch/autograd/grad_mode.py:82(clone)
       78    0.001    0.000    0.001    0.000 /usr/lib/python3.7/multiprocessing/connection.py:117(__init__)
      119    0.001    0.000    0.001    0.000 {built-in method time.strftime}
       26    0.000    0.000    0.001    0.000 /usr/lib/python3.7/selectors.py:351(register)
      799    0.001    0.000    0.001    0.000 {built-in method time.monotonic}
     2562    0.001    0.000    0.001    0.000 /usr/local/lib/python3.7/dist-packages/torch/__init__.py:301(is_storage)
      210    0.000    0.000    0.001    0.000 /usr/lib/python3.7/threading.py:252(_acquire_restore)
      238    0.000    0.000    0.000    0.000 /usr/lib/python3.7/logging/__init__.py:838(acquire)
       25    0.000    0.000    0.000    0.000 {built-in method torch._C._error_if_any_worker_fails}
      122    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/serialization.py:164(location_tag)
      182    0.000    0.000    0.000    0.000 /usr/lib/python3.7/tempfile.py:281(rng)
      302    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/wandb/util.py:525(is_pandas_data_frame_typename)
      177    0.000    0.000    0.000    0.000 /usr/lib/python3.7/weakref.py:109(remove)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/connection.py:173(close)
       63    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py:1621(parameters)
      221    0.000    0.000    0.000    0.000 /usr/lib/python3.7/weakref.py:336(__new__)
       63    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py:1645(named_parameters)
      119    0.000    0.000    0.000    0.000 /usr/lib/python3.7/logging/__init__.py:154(<lambda>)
     3657    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       63    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py:1608(_named_members)
      122    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/storage.py:620(size)
      790    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      119    0.000    0.000    0.000    0.000 /usr/lib/python3.7/genericpath.py:121(_splitext)
      224    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/utils.py:39(<listcomp>)
      238    0.000    0.000    0.000    0.000 /usr/lib/python3.7/logging/__init__.py:736(filter)
     3100    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      150    0.000    0.000    0.000    0.000 {built-in method utcnow}
     2220    0.000    0.000    0.000    0.000 {built-in method torch._C._set_grad_enabled}
     3036    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      574    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/wandb/sdk/wandb_run.py:1388(<genexpr>)
      119    0.000    0.000    0.000    0.000 /usr/lib/python3.7/logging/__init__.py:421(format)
      707    0.000    0.000    0.000    0.000 /usr/lib/python3.7/threading.py:507(is_set)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.7/selectors.py:234(register)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/connection.py:360(_close)
      210    0.000    0.000    0.000    0.000 /usr/lib/python3.7/threading.py:249(_release_save)
       54    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/wandb/util.py:780(maybe_compress_history)
     1070    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:663(_load_unlocked)
      238    0.000    0.000    0.000    0.000 /usr/lib/python3.7/logging/__init__.py:845(release)
      122    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/storage.py:448(__len__)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/cuda/__init__.py:149(is_initialized)
      244    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/storage.py:366(__init__)
      694    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.7/threading.py:513(set)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/synchronize.py:296(notify_all)
      119    0.000    0.000    0.000    0.000 /usr/lib/python3.7/logging/__init__.py:418(usesTime)
      119    0.000    0.000    0.000    0.000 /usr/lib/python3.7/logging/__init__.py:117(getLevelName)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:722(exec_module)
       13    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/utils/data/_utils/signal_handling.py:47(_set_SIGCHLD_handler)
      298    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      266    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/process.py:225(ident)
      391    0.000    0.000    0.000    0.000 {built-in method time.time}
      357    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
     1044    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x7f5d2190d290}
      491    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0xa99860}
       54    0.000    0.000    0.000    0.000 {method '__format__' of 'float' objects}
      119    0.000    0.000    0.000    0.000 /usr/lib/python3.7/logging/__init__.py:1614(isEnabledFor)
      221    0.000    0.000    0.000    0.000 /usr/lib/python3.7/weakref.py:341(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:793(get_code)
      122    0.000    0.000    0.000    0.000 {method '_storage' of 'torch._C._TensorBase' objects}
      266    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      122    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/storage.py:547(element_size)
      302    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/wandb/util.py:533(is_plotly_typename)
      244    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/storage.py:299(__new__)
      302    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/wandb/util.py:529(is_matplotlib_typename)
      442    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/util.py:48(debug)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/synchronize.py:229(__enter__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/synchronize.py:270(notify)
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.7/threading.py:1131(daemon)
       13    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getDevice}
      122    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/serialization.py:122(_cuda_tag)
      122    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/serialization.py:117(_cpu_tag)
        9    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
      362    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      422    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/wandb/sdk/lib/tracelog.py:203(log_message_send)
       13    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/utils/data/dataloader.py:491(check_worker_number_rationality)
   385/70    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py:1775(named_modules)
      119    0.000    0.000    0.000    0.000 /usr/lib/python3.7/logging/__init__.py:360(getMessage)
      321    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_isInBadFork}
     1054    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/__future__.py:18(get_overwrite_module_params_on_conversion)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.7/selectors.py:209(__init__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.7/threading.py:728(_newname)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedWriter' objects}
      121    0.000    0.000    0.000    0.000 /usr/lib/python3.7/posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:882(_find_spec)
      119    0.000    0.000    0.000    0.000 /usr/lib/python3.7/threading.py:1064(name)
      122    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/_utils.py:553(_element_size)
       65    0.000    0.000    0.000    0.000 /usr/lib/python3.7/threading.py:1116(daemon)
     1113    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/_jit_internal.py:958(is_scripting)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.7/selectors.py:202(__exit__)
      182    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/synchronize.py:90(_make_methods)
      119    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/process.py:36(current_process)
      177    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/synchronize.py:327(is_set)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.7/threading.py:358(notify_all)
       64    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torchvision/datasets/lfw.py:90(__len__)
      488    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C.StorageBase' objects}
      422    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      318    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/process.py:144(is_alive)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/synchronize.py:94(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/optim/optimizer.py:270(add_param_group)
      312    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      122    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/_namedtensor_internals.py:10(check_serializing_named_tensor)
       50    0.000    0.000    0.000    0.000 /content/src/lib/train_loggers.py:396(should_log)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.7/selectors.py:268(close)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
      119    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/process.py:180(name)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.7/_weakrefset.py:38(_remove)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1240(_get_spec)
      366    0.000    0.000    0.000    0.000 {method 'nbytes' of 'torch._C.StorageBase' objects}
      227    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      104    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/process.py:90(_check_closed)
      122    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/storage.py:29(size)
      119    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:914(get_data)
       13    0.000    0.000    0.000    0.000 {built-in method torch._C._remove_worker_pids}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:523(_compile_bytecode)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/synchronize.py:232(__exit__)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.7/selectors.py:215(_fileobj_lookup)
      119    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      275    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      288    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.7/logging/__init__.py:212(_acquireLock)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.7/threading.py:977(_stop)
       39    0.000    0.000    0.000    0.000 {method '__enter__' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.7/signal.py:51(getsignal)
       13    0.000    0.000    0.000    0.000 {built-in method posix.sched_getaffinity}
       91    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       26    0.000    0.000    0.000    0.000 <string>:1(__new__)
       50    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/autograd/__init__.py:77(_tensor_or_tensors_to_tuple)
      122    0.000    0.000    0.000    0.000 {method 'has_names' of 'torch._C._TensorBase' objects}
       54    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/wandb/util.py:495(is_tf_eager_tensor_typename)
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/process.py:85(<genexpr>)
       50    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       26    0.000    0.000    0.000    0.000 {built-in method math.ceil}
      150    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
       54    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/wandb/util.py:505(is_pytorch_tensor_typename)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.FileIO' objects}
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.7/selectors.py:63(__init__)
      122    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/storage.py:623(pickle_storage_type)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.7/selectors.py:275(_key_from_fd)
       50    0.000    0.000    0.000    0.000 {method 'numel' of 'torch._C._TensorBase' objects}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/torch/utils/data/sampler.py:110(num_samples)
      182    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/context.py:196(get_start_method)
      195    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/context.py:186(get_context)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/util.py:229(cancel)
       78    0.000    0.000    0.000    0.000 /usr/lib/python3.7/multiprocessing/context.py:232(get_context)
       50    0.000    0.000    0.000    0.000 /content/src/lib/train_loggers.py:504(should_log)
        6    0.000    0.000    0.000    0.000 {method 'manual_seed' of 'torch._C.Generator' objects}
      122    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C._TensorBase' objects}
       54    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/dist-packages/wandb/util.py:489(is_tf_tensor_typename)
